Name,RCB,2020_IFC,2021_IFC,2022_IFC,2023_IFC,2024_IFC,2020_AFC,2021_AFC,2022_AFC,2023_AFC,2024_AFC,2021 Importfixed charge Changes (%),2022 Importfixed charge Changes (%),2023 Importfixed charge Changes (%),2024 Importfixed charge Changes (%)
Bristol University,2,847.73,786.86,14351.59,9707.03,19065.74,3102.6918,2872.039,52383.3035,35527.7298,69589.951,-7%,1724%,-32%,96%
Burrowton Farm PV,1,4.75,3.88,4.09,1137.77,2584.37,17.385,14.162,14.9285,4164.2382,9432.9505,-19%,5%,27795%,127%
Callington Solar,0,5.83,4.72,4.97,5.04,5.59,21.3378,17.228,18.1405,18.4464,20.4035,-19%,5%,2%,11%
Hope Solar,0,8.65,7.45,7.83,8.29,9.46,31.659,27.1925,28.5795,30.3414,34.529,-14%,5%,6%,14%
NES Kingsweston Lane,0,149.93,125.49,132.03,1271.02,154.94,548.7438,458.0385,481.9095,4651.9332,565.531,-17%,5%,865%,-88%
Slade Farm PV,0,5.7,5.02,6.17,5.66,6.33,20.862,18.323,22.5205,20.7156,23.1045,-12%,23%,-8%,12%
Rew Farm PV,0,4.75,4.15,5.15,5.22,5.2,17.385,15.1475,18.7975,19.1052,18.98,-13%,24%,2%,-1%
Higher Trenhayle PV,0,5.97,5.15,6.54,5.73,6.32,21.8502,18.7975,23.871,20.9718,23.068,-14%,27%,-12%,10%
Middle Treworder PV,0,1.29,1.05,1.1,1,1.25,4.7214,3.8325,4.015,3.66,4.5625,-19%,5%,-9%,25%
Penhale Farm PV,0,13.17,11.5,14.32,12.9,14.36,48.2022,41.975,52.268,47.214,52.414,-13%,25%,-10%,11%
Ayshford Court PV,0,1.98,1.59,1.67,1.69,1.87,7.2468,5.8035,6.0955,6.1854,6.8255,-20%,5%,1%,10%
West Hill PV,0,21.24,20.1,21.37,22.69,27.39,77.7384,73.365,78.0005,83.0454,99.9735,-6%,6%,6%,20%
Knockworthy Farm PV,1,5.26,4.21,4.44,1138.06,2584.64,19.2516,15.3665,16.206,4165.2996,9433.936,-20%,5%,25602%,126%
University of Bath,2,4097.86,3721.85,17426.99,13219.94,23193.66,14998.1676,13584.7525,63608.5135,48384.9804,84656.859,-9%,368%,-24%,75%
Trekenning Farm PV,0,19.27,17.88,18.76,20.7,24.32,70.5282,65.262,68.474,75.762,88.768,-7%,5%,11%,17%
Four Burrows PV,0,4.25,3.41,3.59,3.62,4,15.555,12.4465,13.1035,13.2492,14.6,-20%,5%,1%,10%
Halse Farm PV,0,1.57,1.26,1.32,1.34,1.47,5.7462,4.599,4.818,4.9044,5.3655,-20%,5%,2%,9%
Hatchlands Farm PV,0,15.02,13.2,16.28,14.85,16.6,54.9732,48.18,59.422,54.351,60.59,-12%,23%,-9%,11%
Higher Trevartha PV,0,13.53,11.64,12.23,12.93,14.75,49.5198,42.486,44.6395,47.3238,53.8375,-14%,5%,6%,14%
Ford Farm PV,0,7.94,6.4,6.74,4.79,5.3,29.0604,23.36,24.601,17.5314,19.345,-20%,5%,-29%,10%
Trequite,0,3.01,2.62,2.76,2.93,3.36,11.0166,9.563,10.074,10.7238,12.264,-13%,5%,6%,14%
Higher Tregarne PV,0,27.24,24.16,25.38,27.31,31.55,99.6984,88.184,92.637,99.9546,115.1575,-12%,5%,8%,15%
Higher North Beer PV,0,0.86,0.7,0.73,0.74,0.82,3.1476,2.555,2.6645,2.7084,2.993,-19%,4%,2%,11%
Horsacott PV,0,2.1,1.68,1.77,1.79,1.98,7.686,6.132,6.4605,6.5514,7.227,-20%,5%,1%,10%
Langunnett PV,0,14.79,13.32,13.98,15.18,17.63,54.1314,48.618,51.027,55.5588,64.3495,-10%,5%,9%,16%
Trefinnick Farm PV,0,16.91,15.48,17.87,17.82,20.51,61.8906,56.502,65.2255,65.2212,74.8615,-9%,15%,0%,15%
Little Trevease Farm PV,0,7.93,6.89,8.65,7.7,8.54,29.0238,25.1485,31.5725,28.182,31.171,-13%,26%,-11%,11%
Marksbury,0,9.2,7.69,8.09,8.4,9.47,33.672,28.0685,29.5285,30.744,34.5655,-17%,5%,4%,12%
Cobbs Cross,0,3.68,3.18,4.02,3.55,3.92,13.4688,11.607,14.673,12.993,14.308,-14%,26%,-11%,10%
Newlands Farm,0,3.88,3.37,4.23,3.76,4.17,14.2008,12.3005,15.4395,13.7616,15.2205,-13%,26%,-11%,11%
CRICKET ST THOMAS,0,24.88,21.61,27.12,24.2,26.83,91.0608,78.8765,98.988,88.572,97.9295,-13%,25%,-11%,11%
Parsonage Barn,0,18.53,16.58,17.41,18.83,21.82,67.8198,60.517,63.5465,68.9178,79.643,-11%,5%,8%,16%
Hewas PV,0,9.98,8.91,10.7,10.12,11.44,36.5268,32.5215,39.055,37.0392,41.756,-11%,20%,-5%,13%
CRINACOTT PV,0,12.59,11.1,11.66,12.85,14.82,46.0794,40.515,42.559,47.031,54.093,-12%,5%,11%,15%
Penare Farm,0,13.26,10.58,11.14,11.22,12.36,48.5316,38.617,40.661,41.0652,45.114,-20%,5%,1%,10%
Aller Court,1,24.75,21.2,22.29,1157.05,2606.43,90.585,77.38,81.3585,4234.803,9513.4695,-15%,5%,5105%,125%
Stonebarrow,0,7.63,6.2,6.53,6.66,7.41,27.9258,22.63,23.8345,24.3756,27.0465,-19%,5%,2%,11%
Whitley Farm,1,10.1,8.57,9.01,1143.03,2590.41,36.966,31.2805,32.8865,4183.4898,9454.9965,-15%,5%,12621%,126%
New Rendy Farm,0,8.76,7.55,9.59,8.42,9.28,32.0616,27.5575,35.0035,30.8172,33.872,-14%,27%,-12%,10%
Tregassow,0,5.64,5.17,5.96,5.94,6.84,20.6424,18.8705,21.754,21.7404,24.966,-9%,15%,0%,15%
Pitworthy,0,17.51,16.51,17.31,20.41,24.03,64.0866,60.2615,63.1815,74.7006,87.7095,-6%,5%,18%,17%
Foxcombe PV,0,3.6,3.1,3.94,3.46,3.81,13.176,11.315,14.381,12.6636,13.9065,-14%,27%,-12%,10%
Rexon Cross PV Farm,0,5.21,4.5,5.7,5.02,5.54,19.0686,16.425,20.805,18.3732,20.221,-14%,27%,-12%,10%
Hazard Farm PV,0,5.2,4.65,5.57,5.29,5.99,19.032,16.9725,20.3305,19.3614,21.8635,-11%,20%,-5%,13%
Luscott Barton,0,11.62,9.82,10.33,10.81,12.24,42.5292,35.843,37.7045,39.5646,44.676,-16%,5%,5%,13%
Grange Farm PV,0,9.31,8.04,8.46,8.96,10.24,34.0746,29.346,30.879,32.7936,37.376,-14%,5%,6%,14%
Derriton Fields,0,14.06,13.02,13.66,15.07,17.69,51.4596,47.523,49.859,55.1562,64.5685,-8%,5%,11%,17%
Cleave Farm,0,22.25,20.62,23.33,23.89,27.71,81.435,75.263,85.1545,87.4374,101.1415,-8%,13%,3%,16%
Woolavington,0,8.61,7.51,7.89,8.4,9.64,31.5126,27.4115,28.7985,30.744,35.186,-13%,5%,7%,14%
Trehawke Farm,0,16.22,14.88,15.23,16.63,19.39,59.3652,54.312,55.5895,60.8658,70.7735,-9%,2%,9%,16%
Higher Berechapel Farm,1,215.71,185.19,194.69,1338.94,2813.82,789.4986,675.9435,710.6185,4900.5204,10270.443,-14%,5%,590%,110%
Bommertown,0,9.37,7.65,8.05,8.22,9.16,34.2942,27.9225,29.3825,30.0852,33.434,-19%,5%,2%,11%
Carloggas Farm,0,36.74,32.97,34.62,42.46,49.17,134.4684,120.3405,126.363,155.4036,179.4705,-11%,5%,23%,15%
Viridor EFW (Seabank),1,111.61,98.21,103.17,1493.36,2968.04,408.4926,358.4665,376.5705,5465.6976,10833.346,-12%,5%,1351%,98%
Alders Way STOR,0,32.61,27.35,28.75,29.42,32.92,119.3526,99.8275,104.9375,107.6772,120.158,-16%,5%,3%,12%
Rockingham STOR,0,108.95,663.03,669.06,46.04,53.97,398.757,2420.0595,2442.069,168.5064,196.9905,507%,1%,-93%,17%
Fideoak Battery,0,395.22,334.82,565.83,527.84,590.01,1446.5052,1222.093,2065.2795,1931.8944,2153.5365,-16%,69%,-6%,11%
Hele Manor STOR,0,1.1,10.52,11.08,11.16,12.29,4.026,38.398,40.442,40.8456,44.8585,854%,5%,1%,10%
Sims Avonmouth,2,0,0,13521.66,9301.08,22124.93,0,0,49354.059,34041.9528,80755.9945,0%,0%,-31%,137%
Flour Mills Avonmouth,1,0,0,4435.97,1133.59,3439.91,0,0,16191.2905,4148.9394,12555.6715,0%,0%,-74%,203%
Pylle PV Site 1,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Pylle PV Site 2,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Wick Farm PV_1 Export,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Wick Farm PV_2 Export,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Crewkerne PV Site 1,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Crewkerne PV Site 2,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Huntworth,0,5,3.83,3.85,3.72,4.87,18.3,13.9795,14.0525,13.6152,17.7755,-24%,1%,-3%,31%
Alveston Hammerly Down,3,0,0,13721.04,11361.79,41421.48,0,0,50081.796,41584.1514,151188.402,0%,0%,-17%,264%
Barton Hill STOR CVA,0,23.98,19.67,20.72,20.93,23.11,87.7668,71.7955,75.628,76.6038,84.3515,-18%,5%,1%,10%
Water Lane B,0,10.77,9.24,9.7,10.12,11.47,39.4182,33.726,35.405,37.0392,41.8655,-14%,5%,5%,13%
Cattedown STOR CVA,0,11.7,9.67,10.17,7.93,8.87,42.822,35.2955,37.1205,29.0238,32.3755,-18%,5%,-22%,12%
Appletree Farm,-,9.84,8.56,0,0,0,36.0144,31.244,0,0,0,-13%,-100%,0%,0%
Huntspill Energy Park,-,9899.16,0,0,0,0,36230.9256,0,0,0,0,-100%,0%,0%,0%
Lodge Farm,-,6.06,5.69,0,0,0,22.1796,20.7685,0,0,0,-6%,-100%,0%,0%
Lower Bedminister CHP,-,85.47,93.58,0,0,0,312.8202,341.567,0,0,0,9%,-100%,0%,0%
Lufton,-,37.38,34.64,0,0,0,136.8108,126.436,0,0,0,-8%,-100%,0%,0%
Marlands Field,-,21.75,19.37,0,0,0,79.605,70.7005,0,0,0,-11%,-100%,0%,0%
Purdown Battery Storage,-,482.73,0,0,0,0,1766.7918,0,0,0,0,-100%,0%,0%,0%
Severn Road,-,22.31,216.88,0,0,0,81.6546,791.612,0,0,0,869%,-100%,0%,0%
Bell Farm Battery Storage,-,297.74,0,0,0,0,1089.7284,0,0,0,0,-100%,0%,0%,0%
Springfield Farm,-,2.32,0,0,0,0,8.4912,0,0,0,0,-100%,0%,0%,0%
Tale Lane Solar,-,16.75,17.21,0,0,0,61.305,62.8165,0,0,0,2%,-100%,0%,0%
Trendeal Solar Park,-,5.8,5.48,0,0,0,21.228,20.002,0,0,0,-6%,-100%,0%,0%
Tunley Farm,-,2.99,0,0,0,0,10.9434,0,0,0,0,-100%,0%,0%,0%
Ventonteague Wind Turbine,1,6.25,5.09,5.63,1139.36,2586.15,22.875,18.5785,20.5495,4170.0576,9439.4475,-19%,11%,20193%,126%
Warne Road,0,26.31,21,0,0,24.53,96.2946,76.65,0,0,89.5345,-20%,-100%,0%,0%
Weston Gateway,-,298.13,0,0,0,0,1091.1558,0,0,0,0,-100%,0%,0%,0%
Woodbury STOR,-,14.64,15.04,0,0,0,53.5824,54.896,0,0,0,2%,-100%,0%,0%
Wyndham Estate PV,-,1.81,1.6,0,0,0,6.6246,5.84,0,0,0,-12%,-100%,0%,0%
Boxbury Hill,-,24.73,0,0,0,0,90.5118,0,0,0,0,-100%,0%,0%,0%
"Yelland, West Yelland, Fremington, Barnstaple, Devon,",-,59.43,0,0,0,0,217.5138,0,0,0,0,-100%,0%,0%,0%
"Clyst St Lawrence Energy Storage, Broadoak Farm, Clyst Hydon, Cullompton, Devon,",-,7.59,0,0,0,0,27.7794,0,0,0,0,-100%,0%,0%,0%
Coleford,-,14.46,12.17,12.8,0,0,52.9236,44.4205,46.72,0,0,-16%,5%,-100%,0%
Cornwall Bio Park,0,69.22,64.29,67.44,74.51,87.54,253.3452,234.6585,246.156,272.7066,319.521,-7%,5%,11%,17%
Fire Station Lane,0,16.03,12.79,13.47,13.56,14.94,58.6698,46.6835,49.1655,49.6296,54.531,-20%,5%,1%,10%
Hallen 33kV Battery,0,775.05,680.32,714.18,763.68,909.86,2836.683,2483.168,2606.757,2795.0688,3320.989,-12%,5%,7%,19%
